question,topic,crop,agro_zone,document_id,reference_answer,QuestionId
How can participating in the Mixed Farming Systems Initiative help my farm deal with weather-induced shocks?,livestock,general,highland,doc_liv_032,The Initiative aims to improve smallholder farmers' resilience to weather-induced shocks and provide a more stable income through sustainable intensification.,163
How can I improve vaccination coverage for my livestock in Mali?,livestock,livestock,semi_arid,doc_liv_034,"Join the local Innovation Platform (IP) created in your commune, as they organize and support farmer participation in vaccinations for diseases like PPR, CBPP, and bovine pasteurellosis.",164
Where are traditional plantain bananas grown compared to maoli-popoʻulu bananas?,general,general,sub_humid,doc_gen_042,"Plantain cultivars are traditionally grown in Africa and the western part of the Philippines-Eastern Indonesia-New Guinea region, while maoli-popoʻulu cultivars are cultivated in the Pacific and not found west of that region.",165
How can women and youth get more involved in livestock value chains?,livestock,livestock,highland,doc_liv_036,The workshop identified barriers limiting their participation and recommended integrated solutions to create a more equitable and inclusive value chain.,166
Will climate change make anthrax outbreaks more common in my area?,crop_diseases,general,semi_arid,doc_dis_042,"Yes, climate change is expected to increase the overall prevalence and geographic range of anthrax, including expanding its distribution in Kenya by 2055.",167
How can turning my cassava into flour help increase my income?,general,cassava,sub_humid,doc_gen_045,"By using scientific and technological innovations supported by public investment, processing cassava into flour can create agro-industrial products, reduce reliance on imports, and provide you with additional income.",168
How can I get information on local price changes in my rural area?,general,general,sub_humid,doc_gen_047,"The dataset provides subnational price-level estimates generated by machine learning, giving insight into local price dynamics where traditional data are delayed or unavailable.",169
Will video-based advisory services help me improve my maize farming?,general,maize,highland,doc_gen_048,"Yes, a study in Ethiopia found that large-scale video-mediated advisory services provide clear benefits for farmers.",170
Does a larger farm give me higher profits from vegetables and dairy?,general,livestock,highland,doc_gen_050,"Yes, the study found that bigger farms are strongly linked to higher output, value of outputs, and profit per hectare for vegetables and dairy.",171
Will planting Cajanus cajan (pigeon pea) improve the nitrogen and phosphorus availability in my savanna soil?,soil_health,general,sub_humid,doc_soi_009,"Yes; the study showed that cultivating Cajanus cajan in savanna soils increased soil biological activity, boosting nitrogen and phosphorus availability.",172
How does mulching in conservation agriculture affect my soil and the environment?,climate_adaptation,general,highland,doc_cli_037,"Mulching keeps soil covered, improves water dynamics, stabilises carbon, enhances nitrogen mineralisation, reduces greenhouse-gas emissions and supports beneficial microbial activity.",173
Will Bt maize help protect my maize from stem borer damage in Kenya?,pests,general,highland,doc_pes_005,"Yes, Bt maize has been shown in field trials to control the four major Kenyan stem borer species, reducing leaf damage and tunnel length without observed negative effects.",174
Will cowpea give better yields if I avoid moisture stress?,soil_health,general,sub_humid,doc_soi_010,"Yes, in non-moisture-stressed conditions cowpea shows higher seed weight, biomass, and pod weight compared to moisture-stressed fields.",175
What sugar percentages were used in the reengineered Akpan products tested?,post_harvest,general,sub_humid,doc_pos_004,They tested Akpan with 10% sugar (AS10) and another with 3% sugar.,176
How can I estimate the carbon stock of my forest area?,climate_adaptation,general,sub_humid,doc_cli_005,Carbon stock mapping requires local biomass measurements through forest inventories; remote sensing alone isn't enough.,177
What evidence is there of gender as a causal factor in conflict?,livestock,livestock,sub_humid,doc_liv_005,"The helpdesk reports offer brief summaries of current research, evidence, and lessons learned, drawn from a rapid desk-based review and specialist consultation.",178
How does the short rainy season in the central highlands affect sorghum cultivation?,climate_adaptation,sorghum,"highland, semi_arid, sub_humid",doc_cli_021,"Short rains lead to soil erosion and runoff, which can stress sorghum crops.",179
How does climate change affect malaria risk in the highlands where I grow my crops?,climate_adaptation,general,highland,doc_cli_025,"Climate change is increasing malaria risk in the highlands, as shown in the Central Kenya Highlands case study.",180
How can I promote RTB seed systems to increase smallholder banana production in Uganda?,crop_diseases,general,sub_humid,doc_dis_025,"Focus on raising awareness of RTB products, strengthen innovation brokerage to connect innovators with users, and commercialise RTB seed systems.",181
Is there much genetic diversity in Acmella uliginosa?,general,general,sub_humid,doc_gen_033,"No, low genetic diversity was observed among Acmella accessions.",182
What has Ethiopia done to improve agriculture in recent years?,livestock,livestock,highland,doc_liv_030,"Ethiopia has made unprecedented investments in agriculture, leading to a 7% annual growth rate and helping millions rise to middle-class life, reducing poverty and hunger.",183
How can I use invoices and monthly statements to track antibiotic usage on my pig farm?,crop_diseases,livestock,semi_arid,doc_dis_038,"Check invoices from the last few years, compare them with monthly account statements to find missing ones, and verify antibiotic concentrations through an inventory check before calculating usage.",184
Can the bacteria isolated from vanilla pods help protect my vanilla plants against Fusarium and Colletotrichum?,crop_diseases,general,highland,doc_dis_043,"Yes, strains m62a, m64, and m65 from phylotype 4 have shown in vitro ability to control those fungal pathogens.",185
How does growing eucalyptus affect surface runoff compared to cultivated land and grassland?,general,general,highland,doc_gen_046,"The study evaluates that eucalyptus woodlots influence surface runoff in the Meja River watershed, but specific comparison results are not provided in the excerpt.",186
Did the farmers share the climate-smart techniques they learned from Shamba Shape Up with other farmers?,climate_adaptation,general,highland,doc_cli_038,"Yes, the farmers discussed whether or not they shared the information with fellow farmers.",187
Does aflatoxin in the feed I give my cows end up in the milk I sell?,livestock,general,highland,doc_liv_037,"Yes, AFB1 from contaminated feed is converted to AFM1 and excreted in milk by lactating animals.",188
What did Madagascar do to try to keep rice prices from rising too high?,general,general,highland,doc_gen_053,Madagascar used public tenders for rice imports and sold rice at subsidised official prices to stabilise domestic rice prices.,189
How did Namibia become attractive for solar photovoltaic projects?,general,general,semi_arid,doc_gen_054,"Namibia attracted solar projects by implementing a competitive procurement programme, which made its utility-scale solar PV projects the cheapest in the region, without needing sovereign support.",190
How were vulnerable refugee households identified for food assistance?,general,general,sub_humid,doc_gen_055,"By a targeting strategy developed by UNHCR and WFP, supported by the Joint UNHCR-WFP Programme Excellence and Targeting Hub, which identifies vulnerable households in need of humanitarian assistance and less vulnerable ones who could benefit from livelihood support.",191
